fecha,precio_actual,real,pred_transformer,pred_std,baseline_naive,err_transformer,err_naive
2024-10-02,210.19,207.29,211.9895277105924,7.605854945108291,210.19,-4.699527710592406,-2.9000000000000057
2024-10-03,209.78,205.23,211.39880495952445,6.737112521268415,209.78,-6.168804959524465,-4.550000000000011
2024-10-04,210.5,211.22,211.14806805338245,6.668418718725434,210.5,0.07193194661755342,0.7199999999999989
2024-10-07,210.86,210.93,212.02217569080648,6.7974448683857815,210.86,-1.0921756908064708,0.06999999999999318
2024-10-08,207.04,210.75,206.96967850853108,6.317313080653548,207.04,3.780321491468925,3.710000000000008
2024-10-09,207.29,213.42,206.8812883642735,9.548780816569916,207.29,6.538711635726486,6.1299999999999955
2024-10-10,205.23,212.84,205.84411579425446,10.572586335316316,205.23,6.99588420574554,7.610000000000014
2024-10-11,211.22,222.29,214.0253233132884,9.788785295002157,211.22,8.264676686711596,11.069999999999993
2024-10-14,210.93,221.48,212.35039120484143,10.437013684250417,210.93,9.12960879515856,10.549999999999983
2024-10-15,210.75,222.39,213.6822018419951,9.976500928923485,210.75,8.707798158004891,11.639999999999986
2024-10-16,213.42,223.64,214.89053978545587,12.146889095678944,213.42,8.749460214544115,10.219999999999999
2024-10-17,212.84,224.42,213.82795529880096,10.3216767789051,212.84,10.592044701199029,11.579999999999984
